------------------------------------------------------------
 Model:        na/Downloads/OTPSnc/Model_tpxo9_v1
 Constituents included: m2  s2  n2  k2  k1  o1  p1  q1  
 
     Lat       Lon        mm.dd.yyyy hh:mm:ss     z(m)   Depth(m)
   -23.8667   35.3767     10.19.2011 08:00:00     0.082   184.574
   -23.8667   35.3767     10.19.2011 09:00:00    -0.191   184.574
   -23.8667   35.3767     10.19.2011 10:00:00    -0.407   184.574
   -23.8667   35.3767     10.19.2011 11:00:00    -0.514   184.574
   -23.8667   35.3767     10.19.2011 12:00:00    -0.491   184.574
   -23.8667   35.3767     10.19.2011 13:00:00    -0.347   184.574
   -23.8667   35.3767     10.19.2011 14:00:00    -0.123   184.574
   -23.8667   35.3767     10.19.2011 15:00:00     0.124   184.574
   -23.8667   35.3767     10.19.2011 16:00:00     0.332   184.574
   -23.8667   35.3767     10.19.2011 17:00:00     0.451   184.574
   -23.8667   35.3767     10.19.2011 18:00:00     0.455   184.574
   -23.8667   35.3767     10.19.2011 19:00:00     0.347   184.574
   -23.8667   35.3767     10.19.2011 20:00:00     0.156   184.574
   -23.8667   35.3767     10.19.2011 21:00:00    -0.070   184.574
   -23.8667   35.3767     10.19.2011 22:00:00    -0.273   184.574
   -23.8667   35.3767     10.19.2011 23:00:00    -0.407   184.574
   -23.8667   35.3767     10.20.2011 00:00:00    -0.442   184.574
   -23.8667   35.3767     10.20.2011 01:00:00    -0.372   184.574
   -23.8667   35.3767     10.20.2011 02:00:00    -0.217   184.574
   -23.8667   35.3767     10.20.2011 03:00:00    -0.016   184.574
   -23.8667   35.3767     10.20.2011 04:00:00     0.182   184.574
   -23.8667   35.3767     10.20.2011 05:00:00     0.332   184.574
   -23.8667   35.3767     10.20.2011 06:00:00     0.401   184.574
   -23.8667   35.3767     10.20.2011 07:00:00     0.377   184.574
   -23.8667   35.3767     10.20.2011 08:00:00     0.269   184.574
   -23.8667   35.3767     10.20.2011 09:00:00     0.106   184.574
   -23.8667   35.3767     10.20.2011 10:00:00    -0.073   184.574
   -23.8667   35.3767     10.20.2011 11:00:00    -0.226   184.574
   -23.8667   35.3767     10.20.2011 12:00:00    -0.319   184.574
   -23.8667   35.3767     10.20.2011 13:00:00    -0.335   184.574
   -23.8667   35.3767     10.20.2011 14:00:00    -0.272   184.574
   -23.8667   35.3767     10.20.2011 15:00:00    -0.148   184.574
   -23.8667   35.3767     10.20.2011 16:00:00     0.005   184.574
   -23.8667   35.3767     10.20.2011 17:00:00     0.152   184.574
   -23.8667   35.3767     10.20.2011 18:00:00     0.260   184.574
   -23.8667   35.3767     10.20.2011 19:00:00     0.304   184.574
   -23.8667   35.3767     10.20.2011 20:00:00     0.276   184.574
   -23.8667   35.3767     10.20.2011 21:00:00     0.183   184.574
   -23.8667   35.3767     10.20.2011 22:00:00     0.047   184.574
   -23.8667   35.3767     10.20.2011 23:00:00    -0.102   184.574
   -23.8667   35.3767     10.21.2011 00:00:00    -0.231   184.574
   -23.8667   35.3767     10.21.2011 01:00:00    -0.311   184.574
   -23.8667   35.3767     10.21.2011 02:00:00    -0.324   184.574
   -23.8667   35.3767     10.21.2011 03:00:00    -0.267   184.574
   -23.8667   35.3767     10.21.2011 04:00:00    -0.151   184.574
   -23.8667   35.3767     10.21.2011 05:00:00    -0.001   184.574
   -23.8667   35.3767     10.21.2011 06:00:00     0.152   184.574
   -23.8667   35.3767     10.21.2011 07:00:00     0.276   184.574
   -23.8667   35.3767     10.21.2011 08:00:00     0.343   184.574
   -23.8667   35.3767     10.21.2011 09:00:00     0.339   184.574
   -23.8667   35.3767     10.21.2011 10:00:00     0.263   184.574
   -23.8667   35.3767     10.21.2011 11:00:00     0.131   184.574
   -23.8667   35.3767     10.21.2011 12:00:00    -0.029   184.574
   -23.8667   35.3767     10.21.2011 13:00:00    -0.181   184.574
   -23.8667   35.3767     10.21.2011 14:00:00    -0.293   184.574
   -23.8667   35.3767     10.21.2011 15:00:00    -0.338   184.574
   -23.8667   35.3767     10.21.2011 16:00:00    -0.304   184.574
   -23.8667   35.3767     10.21.2011 17:00:00    -0.198   184.574
   -23.8667   35.3767     10.21.2011 18:00:00    -0.044   184.574
   -23.8667   35.3767     10.21.2011 19:00:00     0.124   184.574
   -23.8667   35.3767     10.21.2011 20:00:00     0.265   184.574
   -23.8667   35.3767     10.21.2011 21:00:00     0.344   184.574
   -23.8667   35.3767     10.21.2011 22:00:00     0.338   184.574
   -23.8667   35.3767     10.21.2011 23:00:00     0.245   184.574
   -23.8667   35.3767     10.22.2011 00:00:00     0.083   184.574
   -23.8667   35.3767     10.22.2011 01:00:00    -0.112   184.574
   -23.8667   35.3767     10.22.2011 02:00:00    -0.293   184.574
   -23.8667   35.3767     10.22.2011 03:00:00    -0.415   184.574
   -23.8667   35.3767     10.22.2011 04:00:00    -0.445   184.574
   -23.8667   35.3767     10.22.2011 05:00:00    -0.368   184.574
   -23.8667   35.3767     10.22.2011 06:00:00    -0.198   184.574
   -23.8667   35.3767     10.22.2011 07:00:00     0.030   184.574
   -23.8667   35.3767     10.22.2011 08:00:00     0.264   184.574
   -23.8667   35.3767     10.22.2011 09:00:00     0.448   184.574
   -23.8667   35.3767     10.22.2011 10:00:00     0.536   184.574
   -23.8667   35.3767     10.22.2011 11:00:00     0.502   184.574
   -23.8667   35.3767     10.22.2011 12:00:00     0.350   184.574
   -23.8667   35.3767     10.22.2011 13:00:00     0.113   184.574
   -23.8667   35.3767     10.22.2011 14:00:00    -0.154   184.574
   -23.8667   35.3767     10.22.2011 15:00:00    -0.387   184.574
   -23.8667   35.3767     10.22.2011 16:00:00    -0.529   184.574
   -23.8667   35.3767     10.22.2011 17:00:00    -0.540   184.574
   -23.8667   35.3767     10.22.2011 18:00:00    -0.416   184.574
   -23.8667   35.3767     10.22.2011 19:00:00    -0.185   184.574
   -23.8667   35.3767     10.22.2011 20:00:00     0.098   184.574
   -23.8667   35.3767     10.22.2011 21:00:00     0.361   184.574
   -23.8667   35.3767     10.22.2011 22:00:00     0.535   184.574
   -23.8667   35.3767     10.22.2011 23:00:00     0.572   184.574
   -23.8667   35.3767     10.23.2011 00:00:00     0.457   184.574
   -23.8667   35.3767     10.23.2011 01:00:00     0.213   184.574
   -23.8667   35.3767     10.23.2011 02:00:00    -0.102   184.574
   -23.8667   35.3767     10.23.2011 03:00:00    -0.409   184.574
   -23.8667   35.3767     10.23.2011 04:00:00    -0.629   184.574
   -23.8667   35.3767     10.23.2011 05:00:00    -0.701   184.574
   -23.8667   35.3767     10.23.2011 06:00:00    -0.599   184.574
   -23.8667   35.3767     10.23.2011 07:00:00    -0.342   184.574
   -23.8667   35.3767     10.23.2011 08:00:00     0.014   184.574
   -23.8667   35.3767     10.23.2011 09:00:00     0.382   184.574
   -23.8667   35.3767     10.23.2011 10:00:00     0.671   184.574
   -23.8667   35.3767     10.23.2011 11:00:00     0.807   184.574
   -23.8667   35.3767     10.23.2011 12:00:00     0.751   184.574
   -23.8667   35.3767     10.23.2011 13:00:00     0.513   184.574
   -23.8667   35.3767     10.23.2011 14:00:00     0.147   184.574
   -23.8667   35.3767     10.23.2011 15:00:00    -0.258   184.574
   -23.8667   35.3767     10.23.2011 16:00:00    -0.601   184.574
   -23.8667   35.3767     10.23.2011 17:00:00    -0.794   184.574
   -23.8667   35.3767     10.23.2011 18:00:00    -0.786   184.574
   -23.8667   35.3767     10.23.2011 19:00:00    -0.576   184.574
   -23.8667   35.3767     10.23.2011 20:00:00    -0.216   184.574
   -23.8667   35.3767     10.23.2011 21:00:00     0.205   184.574
   -23.8667   35.3767     10.23.2011 22:00:00     0.577   184.574
   -23.8667   35.3767     10.23.2011 23:00:00     0.803   184.574
   -23.8667   35.3767     10.24.2011 00:00:00     0.819   184.574
   -23.8667   35.3767     10.24.2011 01:00:00     0.616   184.574
   -23.8667   35.3767     10.24.2011 02:00:00     0.239   184.574
   -23.8667   35.3767     10.24.2011 03:00:00    -0.218   184.574
   -23.8667   35.3767     10.24.2011 04:00:00    -0.639   184.574
   -23.8667   35.3767     10.24.2011 05:00:00    -0.913   184.574
   -23.8667   35.3767     10.24.2011 06:00:00    -0.965   184.574
   -23.8667   35.3767     10.24.2011 07:00:00    -0.774   184.574
   -23.8667   35.3767     10.24.2011 08:00:00    -0.381   184.574
   -23.8667   35.3767     10.24.2011 09:00:00     0.122   184.574
   -23.8667   35.3767     10.24.2011 10:00:00     0.609   184.574
   -23.8667   35.3767     10.24.2011 11:00:00     0.958   184.574
   -23.8667   35.3767     10.24.2011 12:00:00     1.078   184.574
   -23.8667   35.3767     10.24.2011 13:00:00     0.936   184.574
   -23.8667   35.3767     10.24.2011 14:00:00     0.562   184.574
   -23.8667   35.3767     10.24.2011 15:00:00     0.048   184.574
   -23.8667   35.3767     10.24.2011 16:00:00    -0.478   184.574
   -23.8667   35.3767     10.24.2011 17:00:00    -0.882   184.574
   -23.8667   35.3767     10.24.2011 18:00:00    -1.062   184.574
   -23.8667   35.3767     10.24.2011 19:00:00    -0.969   184.574
   -23.8667   35.3767     10.24.2011 20:00:00    -0.624   184.574
   -23.8667   35.3767     10.24.2011 21:00:00    -0.115   184.574
   -23.8667   35.3767     10.24.2011 22:00:00     0.429   184.574
   -23.8667   35.3767     10.24.2011 23:00:00     0.865   184.574
   -23.8667   35.3767     10.25.2011 00:00:00     1.079   184.574
   -23.8667   35.3767     10.25.2011 01:00:00     1.010   184.574
   -23.8667   35.3767     10.25.2011 02:00:00     0.670   184.574
   -23.8667   35.3767     10.25.2011 03:00:00     0.142   184.574
   -23.8667   35.3767     10.25.2011 04:00:00    -0.441   184.574
   -23.8667   35.3767     10.25.2011 05:00:00    -0.931   184.574
   -23.8667   35.3767     10.25.2011 06:00:00    -1.197   184.574
   -23.8667   35.3767     10.25.2011 07:00:00    -1.166   184.574
   -23.8667   35.3767     10.25.2011 08:00:00    -0.840   184.574
   -23.8667   35.3767     10.25.2011 09:00:00    -0.295   184.574
   -23.8667   35.3767     10.25.2011 10:00:00     0.335   184.574
   -23.8667   35.3767     10.25.2011 11:00:00     0.893   184.574
   -23.8667   35.3767     10.25.2011 12:00:00     1.236   184.574
   -23.8667   35.3767     10.25.2011 13:00:00     1.276   184.574
   -23.8667   35.3767     10.25.2011 14:00:00     1.000   184.574
   -23.8667   35.3767     10.25.2011 15:00:00     0.476   184.574
   -23.8667   35.3767     10.25.2011 16:00:00    -0.166   184.574
   -23.8667   35.3767     10.25.2011 17:00:00    -0.763   184.574
   -23.8667   35.3767     10.25.2011 18:00:00    -1.162   184.574
   -23.8667   35.3767     10.25.2011 19:00:00    -1.262   184.574
   -23.8667   35.3767     10.25.2011 20:00:00    -1.034   184.574
   -23.8667   35.3767     10.25.2011 21:00:00    -0.537   184.574
   -23.8667   35.3767     10.25.2011 22:00:00     0.103   184.574
   -23.8667   35.3767     10.25.2011 23:00:00     0.721   184.574
   -23.8667   35.3767     10.26.2011 00:00:00     1.156   184.574
   -23.8667   35.3767     10.26.2011 01:00:00     1.293   184.574
   -23.8667   35.3767     10.26.2011 02:00:00     1.091   184.574
   -23.8667   35.3767     10.26.2011 03:00:00     0.599   184.574
   -23.8667   35.3767     10.26.2011 04:00:00    -0.061   184.574
   -23.8667   35.3767     10.26.2011 05:00:00    -0.722   184.574
   -23.8667   35.3767     10.26.2011 06:00:00    -1.214   184.574
   -23.8667   35.3767     10.26.2011 07:00:00    -1.407   184.574
   -23.8667   35.3767     10.26.2011 08:00:00    -1.249   184.574
   -23.8667   35.3767     10.26.2011 09:00:00    -0.775   184.574
   -23.8667   35.3767     10.26.2011 10:00:00    -0.101   184.574
   -23.8667   35.3767     10.26.2011 11:00:00     0.605   184.574
   -23.8667   35.3767     10.26.2011 12:00:00     1.164   184.574
   -23.8667   35.3767     10.26.2011 13:00:00     1.434   184.574
   -23.8667   35.3767     10.26.2011 14:00:00     1.346   184.574
   -23.8667   35.3767     10.26.2011 15:00:00     0.922   184.574
   -23.8667   35.3767     10.26.2011 16:00:00     0.268   184.574
   -23.8667   35.3767     10.26.2011 17:00:00    -0.448   184.574
   -23.8667   35.3767     10.26.2011 18:00:00    -1.046   184.574
   -23.8667   35.3767     10.26.2011 19:00:00    -1.371   184.574
   -23.8667   35.3767     10.26.2011 20:00:00    -1.340   184.574
   -23.8667   35.3767     10.26.2011 21:00:00    -0.961   184.574
   -23.8667   35.3767     10.26.2011 22:00:00    -0.331   184.574
   -23.8667   35.3767     10.26.2011 23:00:00     0.389   184.574
   -23.8667   35.3767     10.27.2011 00:00:00     1.013   184.574
   -23.8667   35.3767     10.27.2011 01:00:00     1.378   184.574
   -23.8667   35.3767     10.27.2011 02:00:00     1.389   184.574
   -23.8667   35.3767     10.27.2011 03:00:00     1.040   184.574
   -23.8667   35.3767     10.27.2011 04:00:00     0.416   184.574
   -23.8667   35.3767     10.27.2011 05:00:00    -0.324   184.574
   -23.8667   35.3767     10.27.2011 06:00:00    -0.992   184.574
   -23.8667   35.3767     10.27.2011 07:00:00    -1.418   184.574
   -23.8667   35.3767     10.27.2011 08:00:00    -1.491   184.574
   -23.8667   35.3767     10.27.2011 09:00:00    -1.190   184.574
   -23.8667   35.3767     10.27.2011 10:00:00    -0.590   184.574
   -23.8667   35.3767     10.27.2011 11:00:00     0.158   184.574
   -23.8667   35.3767     10.27.2011 12:00:00     0.866   184.574
   -23.8667   35.3767     10.27.2011 13:00:00     1.355   184.574
   -23.8667   35.3767     10.27.2011 14:00:00     1.500   184.574
   -23.8667   35.3767     10.27.2011 15:00:00     1.267   184.574
   -23.8667   35.3767     10.27.2011 16:00:00     0.716   184.574
   -23.8667   35.3767     10.27.2011 17:00:00    -0.013   184.574
   -23.8667   35.3767     10.27.2011 18:00:00    -0.732   184.574
   -23.8667   35.3767     10.27.2011 19:00:00    -1.258   184.574
   -23.8667   35.3767     10.27.2011 20:00:00    -1.456   184.574
   -23.8667   35.3767     10.27.2011 21:00:00    -1.277   184.574
   -23.8667   35.3767     10.27.2011 22:00:00    -0.766   184.574
   -23.8667   35.3767     10.27.2011 23:00:00    -0.055   184.574
   -23.8667   35.3767     10.28.2011 00:00:00     0.674   184.574
   -23.8667   35.3767     10.28.2011 01:00:00     1.232   184.574
   -23.8667   35.3767     10.28.2011 02:00:00     1.477   184.574
   -23.8667   35.3767     10.28.2011 03:00:00     1.345   184.574
   -23.8667   35.3767     10.28.2011 04:00:00     0.868   184.574
   -23.8667   35.3767     10.28.2011 05:00:00     0.166   184.574
   -23.8667   35.3767     10.28.2011 06:00:00    -0.581   184.574
   -23.8667   35.3767     10.28.2011 07:00:00    -1.185   184.574
   -23.8667   35.3767     10.28.2011 08:00:00    -1.493   184.574
   -23.8667   35.3767     10.28.2011 09:00:00    -1.426   184.574
   -23.8667   35.3767     10.28.2011 10:00:00    -1.003   184.574
   -23.8667   35.3767     10.28.2011 11:00:00    -0.331   184.574
   -23.8667   35.3767     10.28.2011 12:00:00     0.418   184.574
   -23.8667   35.3767     10.28.2011 13:00:00     1.055   184.574
   -23.8667   35.3767     10.28.2011 14:00:00     1.419   184.574
   -23.8667   35.3767     10.28.2011 15:00:00     1.419   184.574
   -23.8667   35.3767     10.28.2011 16:00:00     1.058   184.574
   -23.8667   35.3767     10.28.2011 17:00:00     0.431   184.574
   -23.8667   35.3767     10.28.2011 18:00:00    -0.301   184.574
   -23.8667   35.3767     10.28.2011 19:00:00    -0.949   184.574
   -23.8667   35.3767     10.28.2011 20:00:00    -1.349   184.574
   -23.8667   35.3767     10.28.2011 21:00:00    -1.399   184.574
   -23.8667   35.3767     10.28.2011 22:00:00    -1.088   184.574
   -23.8667   35.3767     10.28.2011 23:00:00    -0.496   184.574
   -23.8667   35.3767     10.29.2011 00:00:00     0.224   184.574
   -23.8667   35.3767     10.29.2011 01:00:00     0.889   184.574
   -23.8667   35.3767     10.29.2011 02:00:00     1.328   184.574
   -23.8667   35.3767     10.29.2011 03:00:00     1.431   184.574
   -23.8667   35.3767     10.29.2011 04:00:00     1.172   184.574
   -23.8667   35.3767     10.29.2011 05:00:00     0.618   184.574
   -23.8667   35.3767     10.29.2011 06:00:00    -0.089   184.574
   -23.8667   35.3767     10.29.2011 07:00:00    -0.770   184.574
   -23.8667   35.3767     10.29.2011 08:00:00    -1.253   184.574
   -23.8667   35.3767     10.29.2011 09:00:00    -1.419   184.574
   -23.8667   35.3767     10.29.2011 10:00:00    -1.228   184.574
   -23.8667   35.3767     10.29.2011 11:00:00    -0.731   184.574
   -23.8667   35.3767     10.29.2011 12:00:00    -0.059   184.574
   -23.8667   35.3767     10.29.2011 13:00:00     0.618   184.574
   -23.8667   35.3767     10.29.2011 14:00:00     1.127   184.574
   -23.8667   35.3767     10.29.2011 15:00:00     1.341   184.574
   -23.8667   35.3767     10.29.2011 16:00:00     1.209   184.574
   -23.8667   35.3767     10.29.2011 17:00:00     0.769   184.574
   -23.8667   35.3767     10.29.2011 18:00:00     0.135   184.574
   -23.8667   35.3767     10.29.2011 19:00:00    -0.528   184.574
   -23.8667   35.3767     10.29.2011 20:00:00    -1.050   184.574
   -23.8667   35.3767     10.29.2011 21:00:00    -1.300   184.574
   -23.8667   35.3767     10.29.2011 22:00:00    -1.216   184.574
   -23.8667   35.3767     10.29.2011 23:00:00    -0.821   184.574
   -23.8667   35.3767     10.30.2011 00:00:00    -0.217   184.574
   -23.8667   35.3767     10.30.2011 01:00:00     0.440   184.574
   -23.8667   35.3767     10.30.2011 02:00:00     0.985   184.574
   -23.8667   35.3767     10.30.2011 03:00:00     1.280   184.574
   -23.8667   35.3767     10.30.2011 04:00:00     1.253   184.574
   -23.8667   35.3767     10.30.2011 05:00:00     0.915   184.574
   -23.8667   35.3767     10.30.2011 06:00:00     0.354   184.574
   -23.8667   35.3767     10.30.2011 07:00:00    -0.287   184.574
   -23.8667   35.3767     10.30.2011 08:00:00    -0.845   184.574
   -23.8667   35.3767     10.30.2011 09:00:00    -1.182   184.574
   -23.8667   35.3767     10.30.2011 10:00:00    -1.216   184.574
   -23.8667   35.3767     10.30.2011 11:00:00    -0.945   184.574
   -23.8667   35.3767     10.30.2011 12:00:00    -0.442   184.574
   -23.8667   35.3767     10.30.2011 13:00:00     0.161   184.574
   -23.8667   35.3767     10.30.2011 14:00:00     0.710   184.574
   -23.8667   35.3767     10.30.2011 15:00:00     1.066   184.574
   -23.8667   35.3767     10.30.2011 16:00:00     1.142   184.574
   -23.8667   35.3767     10.30.2011 17:00:00     0.922   184.574
   -23.8667   35.3767     10.30.2011 18:00:00     0.467   184.574
   -23.8667   35.3767     10.30.2011 19:00:00    -0.105   184.574
   -23.8667   35.3767     10.30.2011 20:00:00    -0.645   184.574
   -23.8667   35.3767     10.30.2011 21:00:00    -1.017   184.574
   -23.8667   35.3767     10.30.2011 22:00:00    -1.129   184.574
   -23.8667   35.3767     10.30.2011 23:00:00    -0.955   184.574
   -23.8667   35.3767     10.31.2011 00:00:00    -0.541   184.574
   -23.8667   35.3767     10.31.2011 01:00:00     0.005   184.574
   -23.8667   35.3767     10.31.2011 02:00:00     0.545   184.574
   -23.8667   35.3767     10.31.2011 03:00:00     0.945   184.574
   -23.8667   35.3767     10.31.2011 04:00:00     1.105   184.574
   -23.8667   35.3767     10.31.2011 05:00:00     0.992   184.574
   -23.8667   35.3767     10.31.2011 06:00:00     0.639   184.574
   -23.8667   35.3767     10.31.2011 07:00:00     0.138   184.574
   -23.8667   35.3767     10.31.2011 08:00:00    -0.383   184.574
   -23.8667   35.3767     10.31.2011 09:00:00    -0.792   184.574
   -23.8667   35.3767     10.31.2011 10:00:00    -0.992   184.574
   -23.8667   35.3767     10.31.2011 11:00:00    -0.936   184.574
   -23.8667   35.3767     10.31.2011 12:00:00    -0.646   184.574
   -23.8667   35.3767     10.31.2011 13:00:00    -0.201   184.574
   -23.8667   35.3767     10.31.2011 14:00:00     0.282   184.574
   -23.8667   35.3767     10.31.2011 15:00:00     0.680   184.574
   -23.8667   35.3767     10.31.2011 16:00:00     0.894   184.574
   -23.8667   35.3767     10.31.2011 17:00:00     0.872   184.574
   -23.8667   35.3767     10.31.2011 18:00:00     0.626   184.574
   -23.8667   35.3767     10.31.2011 19:00:00     0.220   184.574
   -23.8667   35.3767     10.31.2011 20:00:00    -0.239   184.574
   -23.8667   35.3767     10.31.2011 21:00:00    -0.634   184.574
   -23.8667   35.3767     10.31.2011 22:00:00    -0.868   184.574
   -23.8667   35.3767     10.31.2011 23:00:00    -0.883   184.574
   -23.8667   35.3767     11.01.2011 00:00:00    -0.681   184.574
   -23.8667   35.3767     11.01.2011 01:00:00    -0.313   184.574
   -23.8667   35.3767     11.01.2011 02:00:00     0.125   184.574
   -23.8667   35.3767     11.01.2011 03:00:00     0.524   184.574
   -23.8667   35.3767     11.01.2011 04:00:00     0.788   184.574
   -23.8667   35.3767     11.01.2011 05:00:00     0.855   184.574
   -23.8667   35.3767     11.01.2011 06:00:00     0.715   184.574
   -23.8667   35.3767     11.01.2011 07:00:00     0.409   184.574
   -23.8667   35.3767     11.01.2011 08:00:00     0.017   184.574
   -23.8667   35.3767     11.01.2011 09:00:00    -0.361   184.574
   -23.8667   35.3767     11.01.2011 10:00:00    -0.633   184.574
   -23.8667   35.3767     11.01.2011 11:00:00    -0.734   184.574
   -23.8667   35.3767     11.01.2011 12:00:00    -0.647   184.574
   -23.8667   35.3767     11.01.2011 13:00:00    -0.400   184.574
   -23.8667   35.3767     11.01.2011 14:00:00    -0.060   184.574
   -23.8667   35.3767     11.01.2011 15:00:00     0.283   184.574
   -23.8667   35.3767     11.01.2011 16:00:00     0.544   184.574
   -23.8667   35.3767     11.01.2011 17:00:00     0.657   184.574
   -23.8667   35.3767     11.01.2011 18:00:00     0.599   184.574
   -23.8667   35.3767     11.01.2011 19:00:00     0.387   184.574
   -23.8667   35.3767     11.01.2011 20:00:00     0.079   184.574
   -23.8667   35.3767     11.01.2011 21:00:00    -0.248   184.574
   -23.8667   35.3767     11.01.2011 22:00:00    -0.512   184.574
   -23.8667   35.3767     11.01.2011 23:00:00    -0.649   184.574
   -23.8667   35.3767     11.02.2011 00:00:00    -0.629   184.574
   -23.8667   35.3767     11.02.2011 01:00:00    -0.459   184.574
   -23.8667   35.3767     11.02.2011 02:00:00    -0.186   184.574
   -23.8667   35.3767     11.02.2011 03:00:00     0.124   184.574
   -23.8667   35.3767     11.02.2011 04:00:00     0.395   184.574
   -23.8667   35.3767     11.02.2011 05:00:00     0.565   184.574
   -23.8667   35.3767     11.02.2011 06:00:00     0.598   184.574
   -23.8667   35.3767     11.02.2011 07:00:00     0.491   184.574
   -23.8667   35.3767     11.02.2011 08:00:00     0.277   184.574
   -23.8667   35.3767     11.02.2011 09:00:00     0.012   184.574
   -23.8667   35.3767     11.02.2011 10:00:00    -0.238   184.574
   -23.8667   35.3767     11.02.2011 11:00:00    -0.415   184.574
   -23.8667   35.3767     11.02.2011 12:00:00    -0.478   184.574
   -23.8667   35.3767     11.02.2011 13:00:00    -0.419   184.574
   -23.8667   35.3767     11.02.2011 14:00:00    -0.258   184.574
   -23.8667   35.3767     11.02.2011 15:00:00    -0.040   184.574
   -23.8667   35.3767     11.02.2011 16:00:00     0.180   184.574
   -23.8667   35.3767     11.02.2011 17:00:00     0.347   184.574
   -23.8667   35.3767     11.02.2011 18:00:00     0.421   184.574
   -23.8667   35.3767     11.02.2011 19:00:00     0.387   184.574
   -23.8667   35.3767     11.02.2011 20:00:00     0.255   184.574
   -23.8667   35.3767     11.02.2011 21:00:00     0.060   184.574
   -23.8667   35.3767     11.02.2011 22:00:00    -0.150   184.574
   -23.8667   35.3767     11.02.2011 23:00:00    -0.325   184.574
   -23.8667   35.3767     11.03.2011 00:00:00    -0.426   184.574
   -23.8667   35.3767     11.03.2011 01:00:00    -0.430   184.574
   -23.8667   35.3767     11.03.2011 02:00:00    -0.339   184.574
   -23.8667   35.3767     11.03.2011 03:00:00    -0.175   184.574
   -23.8667   35.3767     11.03.2011 04:00:00     0.022   184.574
   -23.8667   35.3767     11.03.2011 05:00:00     0.209   184.574
   -23.8667   35.3767     11.03.2011 06:00:00     0.344   184.574
   -23.8667   35.3767     11.03.2011 07:00:00     0.401   184.574
   -23.8667   35.3767     11.03.2011 08:00:00     0.370   184.574
   -23.8667   35.3767     11.03.2011 09:00:00     0.263   184.574
   -23.8667   35.3767     11.03.2011 10:00:00     0.107   184.574
   -23.8667   35.3767     11.03.2011 11:00:00    -0.061   184.574
   -23.8667   35.3767     11.03.2011 12:00:00    -0.203   184.574
   -23.8667   35.3767     11.03.2011 13:00:00    -0.289   184.574
   -23.8667   35.3767     11.03.2011 14:00:00    -0.302   184.574
   -23.8667   35.3767     11.03.2011 15:00:00    -0.242   184.574
   -23.8667   35.3767     11.03.2011 16:00:00    -0.127   184.574
   -23.8667   35.3767     11.03.2011 17:00:00     0.016   184.574
   -23.8667   35.3767     11.03.2011 18:00:00     0.151   184.574
   -23.8667   35.3767     11.03.2011 19:00:00     0.248   184.574
   -23.8667   35.3767     11.03.2011 20:00:00     0.283   184.574
   -23.8667   35.3767     11.03.2011 21:00:00     0.248   184.574
   -23.8667   35.3767     11.03.2011 22:00:00     0.150   184.574
   -23.8667   35.3767     11.03.2011 23:00:00     0.011   184.574
   -23.8667   35.3767     11.04.2011 00:00:00    -0.138   184.574
   -23.8667   35.3767     11.04.2011 01:00:00    -0.263   184.574
   -23.8667   35.3767     11.04.2011 02:00:00    -0.336   184.574
   -23.8667   35.3767     11.04.2011 03:00:00    -0.338   184.574
   -23.8667   35.3767     11.04.2011 04:00:00    -0.267   184.574
   -23.8667   35.3767     11.04.2011 05:00:00    -0.136   184.574
   -23.8667   35.3767     11.04.2011 06:00:00     0.028   184.574
   -23.8667   35.3767     11.04.2011 07:00:00     0.189   184.574
   -23.8667   35.3767     11.04.2011 08:00:00     0.313   184.574
   -23.8667   35.3767     11.04.2011 09:00:00     0.372   184.574
   -23.8667   35.3767     11.04.2011 10:00:00     0.353   184.574
   -23.8667   35.3767     11.04.2011 11:00:00     0.258   184.574
   -23.8667   35.3767     11.04.2011 12:00:00     0.109   184.574
   -23.8667   35.3767     11.04.2011 13:00:00    -0.062   184.574
   -23.8667   35.3767     11.04.2011 14:00:00    -0.215   184.574
   -23.8667   35.3767     11.04.2011 15:00:00    -0.314   184.574
   -23.8667   35.3767     11.04.2011 16:00:00    -0.337   184.574
   -23.8667   35.3767     11.04.2011 17:00:00    -0.277   184.574
   -23.8667   35.3767     11.04.2011 18:00:00    -0.148   184.574
   -23.8667   35.3767     11.04.2011 19:00:00     0.020   184.574
   -23.8667   35.3767     11.04.2011 20:00:00     0.185   184.574
   -23.8667   35.3767     11.04.2011 21:00:00     0.305   184.574
   -23.8667   35.3767     11.04.2011 22:00:00     0.349   184.574
   -23.8667   35.3767     11.04.2011 23:00:00     0.302   184.574
   -23.8667   35.3767     11.05.2011 00:00:00     0.172   184.574
   -23.8667   35.3767     11.05.2011 01:00:00    -0.012   184.574
   -23.8667   35.3767     11.05.2011 02:00:00    -0.207   184.574
   -23.8667   35.3767     11.05.2011 03:00:00    -0.364   184.574
   -23.8667   35.3767     11.05.2011 04:00:00    -0.441   184.574
   -23.8667   35.3767     11.05.2011 05:00:00    -0.416   184.574
   -23.8667   35.3767     11.05.2011 06:00:00    -0.289   184.574
   -23.8667   35.3767     11.05.2011 07:00:00    -0.086   184.574
   -23.8667   35.3767     11.05.2011 08:00:00     0.146   184.574
   -23.8667   35.3767     11.05.2011 09:00:00     0.353   184.574
   -23.8667   35.3767     11.05.2011 10:00:00     0.483   184.574
   -23.8667   35.3767     11.05.2011 11:00:00     0.503   184.574
   -23.8667   35.3767     11.05.2011 12:00:00     0.406   184.574
   -23.8667   35.3767     11.05.2011 13:00:00     0.211   184.574
